Kudos Date,Kudos Type,Parent ID
"Apr 3, 2016, 12:30:18 AM",Activity,532963132
"Apr 9, 2016, 12:51:08 PM",Activity,539660493
"Apr 9, 2016, 12:52:20 PM",Activity,539660478
"Apr 9, 2016, 12:52:35 PM",Activity,539598149
"Apr 9, 2016, 12:52:56 PM",Activity,539661532
"Apr 9, 2016, 12:53:23 PM",Activity,539520763
"Apr 12, 2016, 8:53:05 AM",Activity,542826831
"Apr 12, 2016, 8:53:10 AM",Activity,542773152
"Apr 12, 2016, 8:53:19 AM",Activity,542696002
"Apr 12, 2016, 8:54:27 AM",Activity,542678479
"Apr 12, 2016, 8:54:59 AM",Activity,542633214
"Apr 12, 2016, 8:55:07 AM",Activity,542642625
"Apr 12, 2016, 8:55:25 AM",Activity,542731855
"Apr 12, 2016, 8:56:05 AM",Activity,542702288
"Apr 12, 2016, 8:56:45 AM",Activity,541813680
"Apr 12, 2016, 8:56:49 AM",Activity,541808543
"Apr 12, 2016, 8:56:50 AM",Activity,541814715
"Apr 12, 2016, 8:56:54 AM",Activity,541865193
"Apr 13, 2016, 2:26:04 AM",Activity,543766503
"Apr 13, 2016, 2:26:57 AM",Activity,543668657
"Apr 13, 2016, 2:27:59 AM",Activity,543708764
"Apr 13, 2016, 2:30:24 AM",Activity,543704486
"Apr 13, 2016, 2:33:42 AM",Activity,543685014
"Apr 13, 2016, 2:35:18 AM",Activity,543673216
"Apr 13, 2016, 2:36:48 AM",Activity,543056288
"Apr 14, 2016, 12:53:23 AM",Activity,544638006
"Apr 15, 2016, 11:03:15 PM",Activity,546362519
"Apr 15, 2016, 11:03:21 PM",Activity,546301436
"Apr 15, 2016, 11:03:48 PM",Activity,546006243
"Apr 15, 2016, 11:04:41 PM",Activity,546022327
"Apr 15, 2016, 11:04:52 PM",Activity,546059203
"Apr 15, 2016, 11:06:08 PM",Activity,545703382
"Apr 15, 2016, 11:06:25 PM",Activity,545676025
"Apr 20, 2016, 10:53:47 PM",Activity,551613272
"Apr 20, 2016, 10:55:32 PM",Activity,551309637
"Apr 20, 2016, 10:56:50 PM",Activity,551330044
"Apr 21, 2016, 11:09:24 AM",Activity,549754883
"Apr 25, 2016, 1:14:31 AM",Activity,555978284
"Apr 25, 2016, 1:14:43 AM",Activity,555977260
"Apr 25, 2016, 1:14:50 AM",Activity,555951566
"Apr 25, 2016, 1:15:14 AM",Activity,556009389
"Apr 25, 2016, 1:15:51 AM",Activity,555866471
"Apr 25, 2016, 1:15:57 AM",Activity,555861299
"Apr 25, 2016, 1:16:15 AM",Activity,555850451
"Apr 25, 2016, 1:16:16 AM",Activity,555837293
"Apr 25, 2016, 1:16:51 AM",Activity,555786620
"Apr 25, 2016, 1:17:34 AM",Activity,555771304
"Apr 25, 2016, 1:17:54 AM",Activity,555760965
"Apr 25, 2016, 1:18:00 AM",Activity,555761225
"Apr 25, 2016, 1:18:04 AM",Activity,556004937
"Apr 25, 2016, 1:19:11 AM",Activity,555719207
"Apr 25, 2016, 1:19:20 AM",Activity,555710462
"May 1, 2016, 4:04:39 PM",Activity,561329224
"May 1, 2016, 4:04:42 PM",Activity,561378324
"May 1, 2016, 4:04:45 PM",Activity,561333462
"May 1, 2016, 4:04:48 PM",Activity,561513135
"May 1, 2016, 4:43:56 PM",Activity,561277509
"May 1, 2016, 4:45:08 PM",Activity,561264526
"May 1, 2016, 4:45:14 PM",Activity,561931071
"May 2, 2016, 1:38:06 PM",Activity,563034945
"May 3, 2016, 12:46:38 PM",Activity,563651694
"May 3, 2016, 12:47:09 PM",Activity,563629279
"May 3, 2016, 12:47:32 PM",Activity,563588295
"May 3, 2016, 2:52:48 PM",Activity,563969955
"May 3, 2016, 3:11:45 PM",Activity,563480447
"May 8, 2016, 11:26:54 PM",Activity,570076105
"May 8, 2016, 11:26:56 PM",Activity,570082918
"May 8, 2016, 11:27:56 PM",Activity,570077049
"May 8, 2016, 11:28:20 PM",Activity,570050043
"May 8, 2016, 11:28:22 PM",Activity,570066067
"May 8, 2016, 11:29:02 PM",Activity,570028720
"May 8, 2016, 11:30:27 PM",Activity,570012730
"May 8, 2016, 11:30:42 PM",Activity,569897282
"May 8, 2016, 11:30:43 PM",Activity,569851636
"May 8, 2016, 11:30:49 PM",Activity,569844448
"May 8, 2016, 11:31:08 PM",Activity,569851646
"May 8, 2016, 11:33:07 PM",Activity,570111956
"May 8, 2016, 11:33:09 PM",Activity,569792868
"May 8, 2016, 11:33:31 PM",Activity,569863205
"May 9, 2016, 11:40:36 PM",Activity,571036914
"May 9, 2016, 11:40:51 PM",Activity,571050871
"May 9, 2016, 11:41:17 PM",Activity,570763592
"May 9, 2016, 11:41:35 PM",Activity,570533828
